1703617845.655774 server started (337876): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1703617845.655803 on Linux 6.6.8-arch1-1 #1 SMP PREEMPT_DYNAMIC Thu, 21 Dec 2023 19:01:01 +0000
1703617845.655811 using libevent 2.1.12-stable (poll); ncurses 6.4
1703617845.655894 input_key_build: 0x10e003 (PasteStart) is \033[200~
1703617845.656061 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1703617845.656064 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1703617845.656068 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1703617845.656071 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1703617845.656074 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1703617845.656077 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1703617845.656080 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1703617845.656083 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1703617845.656087 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1703617845.656090 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1703617845.656101 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1703617845.656104 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1703617845.656111 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1703617845.656115 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1703617845.656118 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1703617845.656121 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1703617845.656124 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1703617845.656128 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1703617845.656131 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1703617845.656134 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1703617845.656137 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1703617845.656140 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1703617845.656143 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1703617845.656146 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1703617845.656150 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1703617845.656153 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1703617845.656156 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1703617845.656159 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1703617845.656162 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1703617845.656165 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1703617845.656168 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1703617845.656172 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1703617845.656175 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1703617845.656178 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1703617845.656181 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1703617845.656184 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1703617845.656187 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1703617845.656191 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1703617845.656194 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1703617845.656197 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1703617845.656200 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1703617845.656203 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1703617845.656206 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1703617845.656210 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1703617845.656213 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1703617845.656216 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1703617845.656219 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1703617845.656222 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1703617845.656225 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1703617845.656229 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1703617845.656232 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1703617845.656235 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1703617845.656238 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1703617845.656241 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1703617845.656244 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1703617845.656248 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1703617845.656251 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1703617845.656255 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1703617845.656258 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1703617845.656261 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1703617845.656264 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1703617845.656267 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1703617845.656270 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1703617845.656273 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1703617845.656277 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1703617845.656280 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1703617845.656283 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1703617845.656290 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1703617845.656294 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1703617845.656297 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1703617845.656301 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1703617845.656304 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1703617845.656307 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1703617845.656310 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1703617845.656314 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1703617845.656320 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1703617845.656324 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1703617845.656327 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1703617845.656330 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1703617845.656334 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1703617845.656337 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1703617845.656340 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1703617845.656344 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1703617845.656347 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1703617845.656350 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1703617845.656353 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1703617845.656357 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1703617845.656360 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1703617845.656363 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1703617845.656366 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1703617845.656369 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1703617845.656373 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1703617845.656376 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1703617845.656379 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1703617845.656382 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1703617845.656386 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1703617845.656389 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1703617845.656392 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1703617845.656395 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1703617845.656399 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1703617845.656402 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1703617845.656405 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1703617845.656408 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1703617845.656411 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1703617845.656415 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1703617845.656418 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1703617845.656421 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1703617845.656424 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1703617845.656427 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1703617845.656431 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1703617845.656434 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1703617845.656437 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1703617845.656440 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1703617845.656444 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1703617845.656447 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1703617845.656451 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1703617845.656454 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1703617845.656457 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1703617845.656460 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1703617845.656464 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1703617845.656467 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1703617845.656470 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1703617845.656478 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1703617845.656481 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1703617845.656485 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1703617845.656488 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1703617845.656491 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1703617845.656494 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1703617845.656500 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1703617845.656504 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1703617845.656508 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1703617845.656511 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1703617845.656514 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1703617845.656518 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1703617845.656521 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1703617845.656524 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1703617845.656528 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1703617845.656531 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1703617845.656534 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1703617845.656537 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1703617845.656541 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1703617845.656544 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1703617845.656547 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1703617845.656551 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1703617845.656554 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1703617845.656557 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1703617845.656560 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1703617845.656564 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1703617845.656567 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1703617845.656570 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1703617845.656573 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1703617845.656577 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1703617845.656580 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1703617845.656583 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1703617845.656586 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1703617845.656590 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1703617845.656593 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1703617845.656596 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1703617845.656600 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1703617845.656603 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1703617845.656606 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1703617845.656610 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1703617845.656613 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1703617845.656616 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1703617845.656639 yylex_token: bind
1703617845.656644 yylex_token: -N
1703617845.656649 yylex_token: Send the prefix key
1703617845.656653 yylex_token: C-b
1703617845.656656 yylex_token: send-prefix
1703617845.656663 cmd_parse_build_commands 0:0: bind
1703617845.656666 cmd_parse_build_commands 0:1: -N
1703617845.656669 cmd_parse_build_commands 0:2: Send the prefix key
1703617845.656672 cmd_parse_build_commands 0:3: C-b
1703617845.656675 cmd_parse_build_commands 0:4 0:0: send-prefix
1703617845.656688 cmd_parse_build_commands 0:0: send-prefix
1703617845.656701 args_parse: flags end at 1 of 1
1703617845.656706 cmd_parse_build_commands: send-prefix
1703617845.656711 args_parse: -N = Send the prefix key
1703617845.656714 args_parse: flags end at 3 of 5
1703617845.656722 args_parse: 3 = C-b (type 1)
1703617845.656727 args_parse: 4 = send-prefix (type 2)
1703617845.656745 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1703617845.656751 cmdq_get_command: [bind-key/0x562aaee92ec0] group 2
1703617845.656754 cmdq_append <global>: [bind-key/0x562aaee92ec0]
1703617845.656760 yylex_token: bind
1703617845.656763 yylex_token: -N
1703617845.656767 yylex_token: Rotate through the panes
1703617845.656770 yylex_token: C-o
1703617845.656774 yylex_token: rotate-window
1703617845.656779 cmd_parse_build_commands 0:0: bind
1703617845.656782 cmd_parse_build_commands 0:1: -N
1703617845.656785 cmd_parse_build_commands 0:2: Rotate through the panes
1703617845.656788 cmd_parse_build_commands 0:3: C-o
1703617845.656791 cmd_parse_build_commands 0:4 0:0: rotate-window
1703617845.656796 cmd_parse_build_commands 0:0: rotate-window
1703617845.656802 args_parse: flags end at 1 of 1
1703617845.656806 cmd_parse_build_commands: rotate-window
1703617845.656810 args_parse: -N = Rotate through the panes
1703617845.656814 args_parse: flags end at 3 of 5
1703617845.656817 args_parse: 3 = C-o (type 1)
1703617845.656820 args_parse: 4 = rotate-window (type 2)
1703617845.656829 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1703617845.656834 cmdq_get_command: [bind-key/0x562aaee90ed0] group 10
1703617845.656837 cmdq_append <global>: [bind-key/0x562aaee90ed0]
1703617845.656842 yylex_token: bind
1703617845.656845 yylex_token: -N
1703617845.656849 yylex_token: Suspend the current client
1703617845.656852 yylex_token: C-z
1703617845.656856 yylex_token: suspend-client
1703617845.656860 cmd_parse_build_commands 0:0: bind
1703617845.656863 cmd_parse_build_commands 0:1: -N
1703617845.656866 cmd_parse_build_commands 0:2: Suspend the current client
1703617845.656869 cmd_parse_build_commands 0:3: C-z
1703617845.656873 cmd_parse_build_commands 0:4 0:0: suspend-client
1703617845.656877 cmd_parse_build_commands 0:0: suspend-client
1703617845.656884 args_parse: flags end at 1 of 1
1703617845.656888 cmd_parse_build_commands: suspend-client
1703617845.656892 args_parse: -N = Suspend the current client
1703617845.656895 args_parse: flags end at 3 of 5
1703617845.656898 args_parse: 3 = C-z (type 1)
1703617845.656902 args_parse: 4 = suspend-client (type 2)
1703617845.656910 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1703617845.656915 cmdq_get_command: [bind-key/0x562aaee921d0] group 18
1703617845.656918 cmdq_append <global>: [bind-key/0x562aaee921d0]
1703617845.656923 yylex_token: bind
1703617845.656926 yylex_token: -N
1703617845.656929 yylex_token: Select next layout
1703617845.656933 yylex_token: Space
1703617845.656936 yylex_token: next-layout
1703617845.656940 cmd_parse_build_commands 0:0: bind
1703617845.656943 cmd_parse_build_commands 0:1: -N
1703617845.656946 cmd_parse_build_commands 0:2: Select next layout
1703617845.656949 cmd_parse_build_commands 0:3: Space
1703617845.656953 cmd_parse_build_commands 0:4 0:0: next-layout
1703617845.656957 cmd_parse_build_commands 0:0: next-layout
1703617845.656975 args_parse: flags end at 1 of 1
1703617845.656979 cmd_parse_build_commands: next-layout
1703617845.656983 args_parse: -N = Select next layout
1703617845.656986 args_parse: flags end at 3 of 5
1703617845.656989 args_parse: 3 = Space (type 1)
1703617845.656993 args_parse: 4 = next-layout (type 2)
1703617845.657001 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1703617845.657006 cmdq_get_command: [bind-key/0x562aaee927b0] group 26
1703617845.657009 cmdq_append <global>: [bind-key/0x562aaee927b0]
1703617845.657014 yylex_token: bind
1703617845.657017 yylex_token: -N
1703617845.657022 yylex_token: Break pane to a new window
1703617845.657025 yylex_token: !
1703617845.657029 yylex_token: break-pane
1703617845.657033 cmd_parse_build_commands 0:0: bind
1703617845.657036 cmd_parse_build_commands 0:1: -N
1703617845.657040 cmd_parse_build_commands 0:2: Break pane to a new window
1703617845.657043 cmd_parse_build_commands 0:3: !
1703617845.657052 cmd_parse_build_commands 0:4 0:0: break-pane
1703617845.657057 cmd_parse_build_commands 0:0: break-pane
1703617845.657061 args_parse: flags end at 1 of 1
1703617845.657065 cmd_parse_build_commands: break-pane
1703617845.657069 args_parse: -N = Break pane to a new window
1703617845.657072 args_parse: flags end at 3 of 5
1703617845.657075 args_parse: 3 = ! (type 1)
1703617845.657078 args_parse: 4 = break-pane (type 2)
1703617845.657087 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1703617845.657091 cmdq_get_command: [bind-key/0x562aaee90390] group 34
1703617845.657095 cmdq_append <global>: [bind-key/0x562aaee90390]
1703617845.657100 yylex_token: bind
1703617845.657103 yylex_token: -N
1703617845.657107 yylex_token: Split window vertically
1703617845.657110 yylex_token: "
1703617845.657114 yylex_token: split-window
1703617845.657119 cmd_parse_build_commands 0:0: bind
1703617845.657122 cmd_parse_build_commands 0:1: -N
1703617845.657125 cmd_parse_build_commands 0:2: Split window vertically
1703617845.657128 cmd_parse_build_commands 0:3: "
1703617845.657131 cmd_parse_build_commands 0:4 0:0: split-window
1703617845.657136 cmd_parse_build_commands 0:0: split-window
1703617845.657143 args_parse: flags end at 1 of 1
1703617845.657147 cmd_parse_build_commands: split-window
1703617845.657151 args_parse: -N = Split window vertically
1703617845.657154 args_parse: flags end at 3 of 5
1703617845.657157 args_parse: 3 = " (type 1)
1703617845.657160 args_parse: 4 = split-window (type 2)
1703617845.657169 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1703617845.657174 cmdq_get_command: [bind-key/0x562aaee90830] group 42
1703617845.657177 cmdq_append <global>: [bind-key/0x562aaee90830]
1703617845.657182 yylex_token: bind
1703617845.657185 yylex_token: -N
1703617845.657189 yylex_token: List all paste buffers
1703617845.657192 yylex_token: #
1703617845.657196 yylex_token: list-buffers
1703617845.657200 cmd_parse_build_commands 0:0: bind
1703617845.657203 cmd_parse_build_commands 0:1: -N
1703617845.657206 cmd_parse_build_commands 0:2: List all paste buffers
1703617845.657209 cmd_parse_build_commands 0:3: #
1703617845.657213 cmd_parse_build_commands 0:4 0:0: list-buffers
1703617845.657217 cmd_parse_build_commands 0:0: list-buffers
1703617845.657222 args_parse: flags end at 1 of 1
1703617845.657226 cmd_parse_build_commands: list-buffers
1703617845.657230 args_parse: -N = List all paste buffers
1703617845.657233 args_parse: flags end at 3 of 5
1703617845.657236 args_parse: 3 = # (type 1)
1703617845.657239 args_parse: 4 = list-buffers (type 2)
1703617845.657247 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1703617845.657252 cmdq_get_command: [bind-key/0x562aaee93790] group 50
1703617845.657255 cmdq_append <global>: [bind-key/0x562aaee93790]
1703617845.657260 yylex_token: bind
1703617845.657263 yylex_token: -N
1703617845.657267 yylex_token: Rename current session
1703617845.657270 yylex_token: $
1703617845.657274 yylex_token: command-prompt
1703617845.657277 yylex_token: -I#S
1703617845.657281 yylex_token: rename-session
1703617845.657284 yylex_token: --
1703617845.657287 yylex_token: %%
1703617845.657292 cmd_parse_build_commands 0:0: bind
1703617845.657295 cmd_parse_build_commands 0:1: -N
1703617845.657298 cmd_parse_build_commands 0:2: Rename current session
1703617845.657301 cmd_parse_build_commands 0:3: $
1703617845.657305 cmd_parse_build_commands 0:4 0:0: command-prompt
1703617845.657308 cmd_parse_build_commands 0:4 0:1: -I#S
1703617845.657312 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1703617845.657315 cmd_parse_build_commands 0:4 0:2 0:1: --
1703617845.657318 cmd_parse_build_commands 0:4 0:2 0:2: %%
1703617845.657346 cmd_parse_build_commands 0:0: command-prompt
1703617845.657350 cmd_parse_build_commands 0:1: -I#S
1703617845.657353 cmd_parse_build_commands 0:2 0:0: rename-session
1703617845.657357 cmd_parse_build_commands 0:2 0:1: --
1703617845.657360 cmd_parse_build_commands 0:2 0:2: %%
1703617845.657369 cmd_parse_build_commands 0:0: rename-session
1703617845.657373 cmd_parse_build_commands 0:1: --
1703617845.657376 cmd_parse_build_commands 0:2: %%
1703617845.657382 args_parse: flags end at 2 of 3
1703617845.657386 args_parse: 2 = %% (type 1)
1703617845.657391 cmd_parse_build_commands: rename-session "%%"
1703617845.657396 args_parse: -I = #S
1703617845.657399 args_parse: flags end at 2 of 3
1703617845.657404 args_parse: 2 = rename-session "%%" (type 2)
1703617845.657412 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1703617845.657415 args_parse: -N = Rename current session
1703617845.657419 args_parse: flags end at 3 of 5
1703617845.657422 args_parse: 3 = $ (type 1)
1703617845.657429 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1703617845.657440 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1703617845.657446 cmdq_get_command: [bind-key/0x562aaee95400] group 58
1703617845.657449 cmdq_append <global>: [bind-key/0x562aaee95400]
1703617845.657459 yylex_token: bind
1703617845.657463 yylex_token: -N
1703617845.657467 yylex_token: Split window horizontally
1703617845.657471 yylex_get_word: %
1703617845.657474 yylex_token: split-window
1703617845.657477 yylex_token: -h
1703617845.657482 cmd_parse_build_commands 0:0: bind
1703617845.657485 cmd_parse_build_commands 0:1: -N
1703617845.657488 cmd_parse_build_commands 0:2: Split window horizontally
